Row	Sample Name	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level(Unit)	Problem Name	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC(Default)	KC Category(Default)	KC(Single-KC)	KC Category(Single-KC)	KC(Unique-step)	KC Category(Unique-step)	School	Class	CF(USERID)	CF(tool_event_time)	CF(tutor_event_time)
66	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:28:58.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option5 UpdateMultipleChoice	1	CORRECT	eqexp_problem2_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC14		CMU			2010-02-04 20:28:58.500 UTC	2010-02-04 20:28:58.656 UTC
67	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:02.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1 UpdateTextField	1	CORRECT	demonstration_problem1	UpdateTextField	1					unnamed		Single-KC		KC44		CMU			2010-02-04 20:29:02.572 UTC	2010-02-04 20:29:02.743 UTC
68	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:10.0	US/Eastern	8	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1_box UpdateTextArea	1	CORRECT	demonstration_problem1_box	UpdateTextArea	dsfds					unnamed		Single-KC		KC13		CMU			2010-02-04 20:29:10.559 UTC	2010-02-04 20:29:10.746 UTC
69	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:11.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2 UpdateTextField	1	CORRECT	demonstration_problem2	UpdateTextField	1					unnamed		Single-KC		KC52		CMU			2010-02-04 20:29:11.401 UTC	2010-02-04 20:29:11.573 UTC
70	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:15.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2_box UpdateTextArea	1	CORRECT	demonstration_problem2_box	UpdateTextArea	dsfdsgsd					unnamed		Single-KC		KC150		CMU			2010-02-04 20:29:15.020 UTC	2010-02-04 20:29:15.192 UTC
71	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:15.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3 UpdateTextField	1	CORRECT	demonstration_problem3	UpdateTextField	1					unnamed		Single-KC		KC106		CMU			2010-02-04 20:29:15.644 UTC	2010-02-04 20:29:15.800 UTC
72	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:19.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3_box UpdateTextArea	1	CORRECT	demonstration_problem3_box	UpdateTextArea	dsfds					unnamed		Single-KC		KC77		CMU			2010-02-04 20:29:19.810 UTC	2010-02-04 20:29:19.966 UTC
73	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:20.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4 UpdateTextField	1	CORRECT	demonstration_problem4	UpdateTextField	2					unnamed		Single-KC		KC24		CMU			2010-02-04 20:29:20.886 UTC	2010-02-04 20:29:21.058 UTC
74	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:24.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4_box UpdateTextArea	1	CORRECT	demonstration_problem4_box	UpdateTextArea	dsfsfd					unnamed		Single-KC		KC8		CMU			2010-02-04 20:29:24.037 UTC	2010-02-04 20:29:24.209 UTC
75	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:25.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5 UpdateTextField	1	CORRECT	demonstration_problem5	UpdateTextField	2					unnamed		Single-KC		KC10		CMU			2010-02-04 20:29:25.067 UTC	2010-02-04 20:29:25.238 UTC
76	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:29:28.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5_box UpdateTextArea	1	CORRECT	demonstration_problem5_box	UpdateTextArea	dsfsd					unnamed		Single-KC		KC124		CMU			2010-02-04 20:29:28.000 UTC	2010-02-04 20:29:28.171 UTC
77	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:51:58.0	US/Eastern	.	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option1 UpdateMultipleChoice	1	CORRECT	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC133		CMU			2010-02-04 20:51:58.724 UTC	2010-02-04 20:51:58.958 UTC
78	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:51:59.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	1	CORRECT	LT_problem1_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC37		CMU			2010-02-04 20:51:59.379 UTC	2010-02-04 20:51:59.520 UTC
79	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:51:59.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option3 UpdateMultipleChoice	1	CORRECT	LT_problem1_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC78		CMU			2010-02-04 20:51:59.801 UTC	2010-02-04 20:51:59.972 UTC
80	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:00.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option4 UpdateMultipleChoice	1	CORRECT	LT_problem1_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC129		CMU			2010-02-04 20:52:00.206 UTC	2010-02-04 20:52:00.362 UTC
81	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:00.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option5 UpdateMultipleChoice	1	CORRECT	LT_problem1_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC59		CMU			2010-02-04 20:52:00.736 UTC	2010-02-04 20:52:00.924 UTC
82	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:01.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option6 UpdateMultipleChoice	1	CORRECT	LT_problem1_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC152		CMU			2010-02-04 20:52:01.891 UTC	2010-02-04 20:52:02.062 UTC
83	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:02.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option7 UpdateMultipleChoice	1	CORRECT	LT_problem1_option7	UpdateMultipleChoice	True					unnamed		Single-KC		KC81		CMU			2010-02-04 20:52:02.499 UTC	2010-02-04 20:52:02.655 UTC
84	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:02.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option1 UpdateMultipleChoice	1	INCORRECT	LT_problem1_option7	UpdateMultipleChoice	True					unnamed		Single-KC		KC55		CMU			2010-02-04 20:52:02.874 UTC	2010-02-04 20:52:03.045 UTC
85	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:03.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option1 UpdateMultipleChoice	2	CORRECT	LT_problem2_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC55		CMU			2010-02-04 20:52:03.591 UTC	2010-02-04 20:52:03.747 UTC
86	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:04.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	1	CORRECT	LT_problem2_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC71		CMU			2010-02-04 20:52:04.231 UTC	2010-02-04 20:52:04.387 UTC
87	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:04.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option3 UpdateMultipleChoice	1	CORRECT	LT_problem2_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC25		CMU			2010-02-04 20:52:04.668 UTC	2010-02-04 20:52:04.824 UTC
88	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:05.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option4 UpdateMultipleChoice	1	CORRECT	LT_problem2_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC9		CMU			2010-02-04 20:52:05.260 UTC	2010-02-04 20:52:05.416 UTC
89	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:05.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option5 UpdateMultipleChoice	1	CORRECT	LT_problem2_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC40		CMU			2010-02-04 20:52:05.760 UTC	2010-02-04 20:52:05.931 UTC
90	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option6 UpdateMultipleChoice	1	CORRECT	LT_problem2_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC22		CMU			2010-02-04 20:52:06.384 UTC	2010-02-04 20:52:06.540 UTC
91	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option7 UpdateMultipleChoice	1	CORRECT	LT_problem2_option7	UpdateMultipleChoice	True					unnamed		Single-KC		KC154		CMU			2010-02-04 20:52:06.774 UTC	2010-02-04 20:52:06.930 UTC
92	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:14.0	US/Eastern	2.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option1 UpdateMultipleChoice	1	CORRECT	LT_problem3_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC85		CMU			2010-02-04 20:52:14.230 UTC	2010-02-04 20:52:14.402 UTC
93	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:14.0	US/Eastern	2.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option2 UpdateMultipleChoice	1	CORRECT	LT_problem3_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC88		CMU			2010-02-04 20:52:14.511 UTC	2010-02-04 20:52:14.667 UTC
94	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:14.0	US/Eastern	2.667	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option3 UpdateMultipleChoice	1	CORRECT	LT_problem3_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC80		CMU			2010-02-04 20:52:14.839 UTC	2010-02-04 20:52:15.010 UTC
95	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:15.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option4 UpdateMultipleChoice	1	CORRECT	LT_problem3_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC4		CMU			2010-02-04 20:52:15.151 UTC	2010-02-04 20:52:15.307 UTC
96	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:15.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option5 UpdateMultipleChoice	1	CORRECT	LT_problem3_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC27		CMU			2010-02-04 20:52:15.525 UTC	2010-02-04 20:52:15.666 UTC
97	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:16.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem3_option6 UpdateMultipleChoice	1	CORRECT	LT_problem3_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC98		CMU			2010-02-04 20:52:16.134 UTC	2010-02-04 20:52:16.321 UTC
98	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:17.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option1 UpdateMultipleChoice	1	CORRECT	LT_problem4_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC7		CMU			2010-02-04 20:52:17.054 UTC	2010-02-04 20:52:17.241 UTC
99	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:18.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option2 UpdateMultipleChoice	1	CORRECT	LT_problem4_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC108		CMU			2010-02-04 20:52:18.380 UTC	2010-02-04 20:52:18.552 UTC
100	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:18.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option3 UpdateMultipleChoice	1	CORRECT	LT_problem4_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC73		CMU			2010-02-04 20:52:18.786 UTC	2010-02-04 20:52:18.942 UTC
101	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:19.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option4 UpdateMultipleChoice	1	CORRECT	LT_problem4_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC116		CMU			2010-02-04 20:52:19.113 UTC	2010-02-04 20:52:19.254 UTC
102	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:19.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option5 UpdateMultipleChoice	1	CORRECT	LT_problem4_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC149		CMU			2010-02-04 20:52:19.831 UTC	2010-02-04 20:52:20.002 UTC
103	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:20.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option6 UpdateMultipleChoice	1	CORRECT	LT_problem4_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC47		CMU			2010-02-04 20:52:20.268 UTC	2010-02-04 20:52:20.424 UTC
104	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:24.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option1 UpdateMultipleChoice	1	CORRECT	LT_problem5_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC119		CMU			2010-02-04 20:52:24.043 UTC	2010-02-04 20:52:24.214 UTC
105	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:24.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option2 UpdateMultipleChoice	1	CORRECT	LT_problem5_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC83		CMU			2010-02-04 20:52:24.698 UTC	2010-02-04 20:52:24.854 UTC
106	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:25.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option3 UpdateMultipleChoice	1	CORRECT	LT_problem5_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC29		CMU			2010-02-04 20:52:25.306 UTC	2010-02-04 20:52:25.462 UTC
107	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:25.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option4 UpdateMultipleChoice	1	CORRECT	LT_problem5_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC69		CMU			2010-02-04 20:52:25.915 UTC	2010-02-04 20:52:26.086 UTC
108	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:26.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option5 UpdateMultipleChoice	1	CORRECT	LT_problem5_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC45		CMU			2010-02-04 20:52:26.617 UTC	2010-02-04 20:52:26.773 UTC
109	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:27.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option1 UpdateMultipleChoice	1	CORRECT	LT_problem6_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC112		CMU			2010-02-04 20:52:27.787 UTC	2010-02-04 20:52:27.958 UTC
110	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:28.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option2 UpdateMultipleChoice	1	CORRECT	LT_problem6_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC17		CMU			2010-02-04 20:52:28.629 UTC	2010-02-04 20:52:28.801 UTC
111	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:29.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option3 UpdateMultipleChoice	1	CORRECT	LT_problem6_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC36		CMU			2010-02-04 20:52:29.050 UTC	2010-02-04 20:52:29.191 UTC
112	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:29.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option4 UpdateMultipleChoice	1	CORRECT	LT_problem6_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC122		CMU			2010-02-04 20:52:29.409 UTC	2010-02-04 20:52:29.550 UTC
113	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:29.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option5 UpdateMultipleChoice	1	CORRECT	LT_problem6_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC148		CMU			2010-02-04 20:52:29.971 UTC	2010-02-04 20:52:30.174 UTC
114	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:30.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option6 UpdateMultipleChoice	1	CORRECT	LT_problem6_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC140		CMU			2010-02-04 20:52:30.330 UTC	2010-02-04 20:52:30.486 UTC
115	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-263fefad:1269aa6d7b0:-8000	2010-02-04 15:52:36.0	US/Eastern	6	ATTEMPT		RESULT		Pre-Test Version A	ATest	Done ButtonPressed	1	CORRECT	Done	ButtonPressed	-1					unnamed		Single-KC		KC21		CMU			2010-02-04 20:52:36.117 UTC	2010-02-04 20:52:36.289 UTC
116	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-e638ed0:1269aca575a:-8000	2010-02-04 16:02:27.0	US/Eastern	1	ATTEMPT				Pre-Test Version A	ATest																	CMU		OBZWBOLHC		
117	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:20.0	US/Eastern	1	ATTEMPT				Post-Test Version B	BTest																	CMU		NUPEXMXaM		
118	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:23.0	US/Eastern	3	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem1_box UpdateTextField	1	CORRECT	eq_problem1_box	UpdateTextField	1					unnamed		Single-KC		KC94		CMU			2010-02-04 21:23:23.805 UTC	2010-02-04 21:23:24.054 UTC
119	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:24.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem2_box UpdateTextField	1	CORRECT	eq_problem2_box	UpdateTextField	1					unnamed		Single-KC		KC102		CMU			2010-02-04 21:23:24.741 UTC	2010-02-04 21:23:24.912 UTC
120	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:25.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem3_box UpdateTextField	1	CORRECT	eq_problem3_box	UpdateTextField	1					unnamed		Single-KC		KC20		CMU			2010-02-04 21:23:25.567 UTC	2010-02-04 21:23:25.817 UTC
121	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:26.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem4_box UpdateTextField	1	CORRECT	eq_problem4_box	UpdateTextField	1					unnamed		Single-KC		KC97		CMU			2010-02-04 21:23:26.441 UTC	2010-02-04 21:23:26.675 UTC
122	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:27.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem5_box UpdateTextField	1	CORRECT	eq_problem5_box	UpdateTextField	1					unnamed		Single-KC		KC2		CMU			2010-02-04 21:23:27.330 UTC	2010-02-04 21:23:27.658 UTC
123	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:29.0	US/Eastern	2	ATTEMPT		RESULT		Post-Test Version B	BTest	eq_problem6_box UpdateTextField	1	CORRECT	eq_problem6_box	UpdateTextField	1					unnamed		Single-KC		KC95		CMU			2010-02-04 21:23:29.405 UTC	2010-02-04 21:23:29.702 UTC
124	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:31.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option1 UpdateMultipleChoice	1	CORRECT	LT_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC49		CMU			2010-02-04 21:23:31.168 UTC	2010-02-04 21:23:31.433 UTC
125	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:31.0	US/Eastern	1	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option2 UpdateMultipleChoice	1	CORRECT	LT_problem1_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC92		CMU			2010-02-04 21:23:31.714 UTC	2010-02-04 21:23:31.901 UTC
126	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:32.0	US/Eastern	0.5	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option3 UpdateMultipleChoice	1	CORRECT	LT_problem1_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC48		CMU			2010-02-04 21:23:32.229 UTC	2010-02-04 21:23:32.479 UTC
127	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:32.0	US/Eastern	0.5	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option4 UpdateMultipleChoice	1	CORRECT	LT_problem1_option4	UpdateMultipleChoice	True					unnamed		Single-KC		KC100		CMU			2010-02-04 21:23:32.853 UTC	2010-02-04 21:23:33.103 UTC
128	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:33.0	US/Eastern	0.333	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option5 UpdateMultipleChoice	1	CORRECT	LT_problem1_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC120		CMU			2010-02-04 21:23:33.290 UTC	2010-02-04 21:23:33.477 UTC
129	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:33.0	US/Eastern	0.333	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option6 UpdateMultipleChoice	1	CORRECT	LT_problem1_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC84		CMU			2010-02-04 21:23:33.649 UTC	2010-02-04 21:23:33.820 UTC
130	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:33.0	US/Eastern	0.333	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem1_option7 UpdateMultipleChoice	1	CORRECT	LT_problem1_option7	UpdateMultipleChoice	True					unnamed		Single-KC		KC145		CMU			2010-02-04 21:23:33.992 UTC	2010-02-04 21:23:34.257 UTC
131	All Data	Stu_437a876c59e12385077b3687e78f8e92	L-77bbbb5:1269add8e11:-8000	2010-02-04 16:23:42.0	US/Eastern	4.5	ATTEMPT		RESULT		Post-Test Version B	BTest	LT_problem2_option1 UpdateMultipleChoice	1	CORRECT	LT_problem2_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC5		CMU			2010-02-04 21:23:42.416 UTC	2010-02-04 21:23:42.619 UTC
