Problem Name	1	2	3	4	5	6	7	8	9	10	11
%(secondMid1-Hint2)%	You have already worked out that under Option 1 when the number of tickets you buy is 60, the cost of the tickets is $90. Enter '90' in the highlighted field.	You have already worked out that under Option 1 the cost of service for 12 months is $240. Enter '240' in the highlighted field.	You have already worked out that under Option 1 the cost of the pass for 2 hours is $10. Enter '10' in the highlighted field.	You have already worked out that under Option 1 the money earned for 15 hours is $30. Enter '30' in the highlighted field.	You have already worked out that under Option 1 the cost of 12 lollipops is $6. Enter '6' in the highlighted field.	You have already worked out that under Option 1 the cost of 6 soda cans is $2.10. Enter '2.10' in the highlighted field.	You have already worked out that under Option 1 the cost of an 8 oz. Fruit-Oh box is $1. Enter '1' in the highlighted field.	You have already worked out that under Option 1 the cost of 12 cookies is $6.60. Enter '6.60' in the highlighted field.	You have already worked out that under Option 1 when the number of gallons is 45, the number of miles it gives is 135. Enter '135' in the highlighted field.	You have already worked out that under Option 1 the cost of 48 oz. of macaroni $12. Enter '12' in the highlighted field.	You have already worked out that under Option 1 the time required to paint 80 sq. feet is 60 minutes. Enter '60' in the highlighted field.
%(secondMid1-BugMsg)%	<%=input%> is not the correct cost of 60 tickets. Look at the row labeled "Cost" in your working to figure out what the cost of 60 tickets will be.	<%=input%> is not the correct cost of service for 12 months. Look at the row labeled "Cost" in your working to figure out what the cost of service for 12 months will be.	<%=input%> is not the correct cost of the pass for 2 hours. Look at the row labeled "Cost" in your working to figure out what the cost of the pass for 2 hours will be.	<%=input%> is not the correct amount of money earned for 15 hours of work. Look at the row labeled "Earnings" in your working to figure out what the money earned for 15 hours of work will be.	<%=input%> is not the correct cost of 12 lollipops. Look at the row labeled "Cost" in your working to figure out what the cost of 12 lollipops will be.	<%=input%> is not the correct cost of 6 soda cans. Look at the row labeled "Cost" in your working to figure out what the cost of 6 soda cans will be.	<%=input%> is not the correct cost of an 8 oz. Fruit-Oh box. Look at the row labeled "Cost" in your working to figure out what the cost of an 8 oz. Fruit-Oh box will be.	<%=input%> is not the correct cost of 12 cookies. Look at the row labeled "Cost" in your working to figure out what the cost of 12 cookies will be.	<%=input%> is not the correct number of miles 45 gallons gives. Look at the row labeled "Miles" in your working to figure out what the mileage of 45 gallons will be.	<%=input%> is not the correct cost of 48 oz. of macaroni. Look at the row labeled "Cost" in your working to figure out what the cost of 48 oz. of macaroni will be.	<%=input%> is not the correct time required to paint 80 sq. feet. Look at the row labeled "Time" in your working to figure out what the time required to paint 80 sq. feet will be.
%(nextButton2_1-Hint1)%	The current "Show Your Work Area" in Option 1 displays the worksheet for 60 tickets. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 12 months. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 2 hours. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 15 hours. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 12 lollipops. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 6 soda cans. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for an 8 oz Fruit-Oh box. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 12 cookies. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 45 gallons. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 48 oz of macaroni. Please Click on the ">>" Button to get to the worksheet for the next problem.	The current "Show Your Work Area" in Option 1 displays the worksheet for 80 sq. feet. Please Click on the ">>" Button to get to the worksheet for the next problem.
%(nextButton2_1-Hint2)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
%(row3_1.operationTickets1-RValue)%	/	*	*	*	/	/	*	/	/	/	/
%(row3_1.operationTickets1-Hint1)%	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?	Do you need multiplication or division for this problem?
%(row3_1.operationTickets1-Hint2)%	Do you need to multiply or divide to get from the original number of tickets (12) to the new number of tickets (4)?	Do you need to multiply or divide to get from the original number of months (3) to the new number of months (6)?	Do you need to multiply or divide to get from the original number of hours (6) to the new number of hours (30)?	Do you need to multiply or divide to get from the original number of hours (60) to the new number of hours (120)?	Do you need to multiply or divide to get from the original number of lollipops (24) to the new number of lollipops (3)?	Do you need to multiply or divide to get from the original number of soda cans (24) to the new number of soda cans (12)?	Do you need to multiply or divide to get from the original size of the Fruit-Oh box (24 oz) to the new size of the Fruit-Oh box (48 oz.)?	Do you need to multiply or divide to get from the original number of cookies (48) to the new number of cookies (4)?	Do you need to multiply or divide to get from the original number of gallons (15) to the new number of gallons (5)?	Do you need to multiply or divide to get from the original amount of macaroni (12 oz) to the new amount of macaroni (4 oz.)?	Do you need to multiply or divide to get from the original area painted (16 sq. feet) to the new area painted (4 sq. feet)?
%(row3_1.operationTickets1-Hint3)%	Please select '/' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '*' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.	Please select '/' from the highlighted menu.
%(row3_1.operationTickets1-WValue)%	*	/	/	/	*	*	/	*	*	*	*
%(row3_1.operationTickets1-BugMsg)%	4 is less than 12, so you can not use multiplication to get from the original number of tickets (12) to the new number of tickets(4).	6 is greater than 3, so you can not use division to get from the original number of months (3) to the new number of months(6).	30 is greater than 6, so you can not use division to get from the original number of hours (6) to the new number of hours(30).	120 is greater than 60, so you can not use division to get from the original number of hours (60) to the new number of hours(120).	3 is less than 24, so you can not use multiplication to get from the original number of lollipops (24) to the new number of lollipops(3).	12 is less than 24, so you can not use multiplication to get from the original number of soda cans (24) to the new number of soda cans(12).	48 is greater than 24, so you can not use division to get from the original size of the Fruit-Oh box (24 oz.) to the new size of the Fruit-Oh box(48 oz.).	4 is less than 48, so you can not use multiplication to get from the original number of cookies (48) to the new number of cookies(4).	5 is less than 15, so you can not use multiplication to get from the original number of gallons (15) to the new number of gallons(5).	4 is less than 12, so you can not use multiplication to get from the original amount of macaroni (12 oz.) to the new amount of macaroni(4 oz.).	4 is less than 16, so you can not use multiplication to get from the original area painted (16 sq. feet) to the new area painted(4 sq. feet).
